0.012237263187521503	4.2812244475076735	-8.573686045628739e-7	-6.480833790574284e-6	2.460094420686597e-6	2.2313476759454254e-5	7.79736461119731e-5	-1.1285838727619981e-7	1.6837870163430384e-6	-3.6412990558512347e-7	0.0003238246714515825	-0.0016254944310389106
4.2812244475076735	2281.6644782777444	-7.830433418280127e-6	-0.0010057179591754057	-5.907854859954341e-5	0.004764827291899281	0.06112904089674934	-0.0029642071087072164	0.000529987873862476	-6.571671308942066e-5	0.008204409806536722	0.049801285358514524
-8.573686045628739e-7	-7.830433418280127e-6	1.940674820419064e-7	-1.2838610342193003e-7	3.273726625689591e-8	7.58976329160192e-9	5.448804337800797e-9	1.7158488803740366e-8	-4.5197915447551784e-10	-1.3255981257110274e-10	-2.3698343966632228e-5	4.973533770631506e-7
-6.480833790574284e-6	-0.0010057179591754057	-1.2838610342193003e-7	6.141257775154122e-6	8.31571784352779e-7	4.0526563217819094e-8	5.743958669917436e-8	8.490297299625361e-8	-5.012657642652088e-9	1.89603020971656e-9	9.928599611895384e-6	1.4547917085451292e-6
2.460094420686597e-6	-5.907854859954341e-5	3.273726625689591e-8	8.31571784352779e-7	3.283643884043484e-6	7.351798105119013e-8	4.858987329577846e-9	1.500436762870699e-7	6.569009836477448e-10	-1.5946308849131138e-9	-2.6086904990965254e-6	-4.9381148230358366e-6
2.2313476759454254e-5	0.004764827291899281	7.58976329160192e-9	4.0526563217819094e-8	7.351798105119013e-8	6.9211464973978904e-6	2.716651392892424e-7	1.1323739672669067e-6	-8.276596787073876e-9	-1.071805289386194e-9	-7.200920233145754e-6	-1.1322075948014148e-5
7.79736461119731e-5	0.06112904089674934	5.448804337800797e-9	5.743958669917436e-8	4.858987329577846e-9	2.716651392892424e-7	9.170009776387482e-6	2.9799135742090304e-7	-1.9611870475586312e-9	-4.204293242077254e-9	-6.077297103616018e-9	-1.152432304690388e-5
-1.1285838727619981e-7	-0.0029642071087072164	1.7158488803740366e-8	8.490297299625361e-8	1.500436762870699e-7	1.1323739672669067e-6	2.9799135742090304e-7	1.0159067500534866e-5	-3.3401753285798863e-8	9.691977427528124e-9	-1.996930105658065e-6	-3.5594490016370204e-6
1.6837870163430384e-6	0.000529987873862476	-4.5197915447551784e-10	-5.012657642652088e-9	6.569009836477448e-10	-8.276596787073876e-9	-1.9611870475586312e-9	-3.3401753285798863e-8	4.430044751212513e-8	-1.3045698401985372e-8	1.2470376584716602e-8	5.047657867371655e-7
-3.6412990558512347e-7	-6.571671308942066e-5	-1.3255981257110274e-10	1.89603020971656e-9	-1.5946308849131138e-9	-1.071805289386194e-9	-4.204293242077254e-9	9.691977427528124e-9	-1.3045698401985372e-8	6.775404514374451e-9	2.689015535752441e-8	-5.0233234361786703e-8
0.0003238246714515825	0.008204409806536722	-2.3698343966632228e-5	9.928599611895384e-6	-2.6086904990965254e-6	-7.200920233145754e-6	-6.077297103616018e-9	-1.996930105658065e-6	1.2470376584716602e-8	2.689015535752441e-8	0.006493908377379524	9.145182309112075e-6
-0.0016254944310389106	0.049801285358514524	4.973533770631506e-7	1.4547917085451292e-6	-4.9381148230358366e-6	-1.1322075948014148e-5	-1.152432304690388e-5	-3.5594490016370204e-6	5.047657867371655e-7	-5.0233234361786703e-8	9.145182309112075e-6	0.01574828518035503
