hogar_id,survey_wave,income_q,income,d_dispersion,d_wealth_ratio,adj_ratio,pesoEFHU
,1.0,5.0,16875.0,10.308985993422082,0.20689656,,64.0
,1.0,5.0,12487.451,12.618185607609803,0.75594491,,71.0
,1.0,5.0,10834.9,11.775297421715827,0.5714286,,74.0
,1.0,5.0,10834.9,11.775297421715827,0.5714286,,74.0
,1.0,5.0,10834.9,11.775297421715827,0.5714286,,74.0
,1.0,3.0,3726.6509,8.517393171418904,0.13157895,,80.0
,1.0,3.0,3726.6509,8.517393171418904,0.13157895,,80.0
,1.0,5.0,17831.502,11.626263078808801,0.77241379,,44.0
,1.0,5.0,17831.502,11.626263078808801,0.77241379,,44.0
,1.0,5.0,17831.502,11.626263078808801,0.77241379,,44.0
,1.0,5.0,17831.502,11.626263078808801,0.77241379,,44.0
,1.0,5.0,21000.0,12.240478903153711,0.79768789,,83.0
,1.0,5.0,21000.0,12.240478903153711,0.79768789,,83.0
,1.0,5.0,21000.0,12.240478903153711,0.79768789,,83.0
,1.0,5.0,21000.0,12.240478903153711,0.79768789,,83.0
,1.0,4.0,6509.9507,11.156264806643742,0.81871343,,78.0
,1.0,4.0,6187.5,11.918397239722838,0.74074072,,78.0
,1.0,4.0,6187.5,11.918397239722838,0.74074072,,78.0
,1.0,4.0,9550.0,11.669937760751914,0.60000002,,50.0
,1.0,4.0,6987.4009,9.105090961257085,0.52941179,,106.0
,1.0,4.0,6987.4009,9.105090961257085,0.52941179,,106.0
,1.0,5.0,11174.951,9.210440366976517,0.21052632,,66.0
,1.0,5.0,11174.951,9.210440366976517,0.21052632,,66.0
,1.0,5.0,21000.0,10.308985993422082,0.27777779,,1.0
,1.0,5.0,21000.0,10.308985993422082,0.27777779,,1.0
,1.0,5.0,15618.45,12.618185607609803,0.79473686,,56.0
,1.0,5.0,15618.45,12.618185607609803,0.79473686,,56.0
,1.0,5.0,10224.901,12.230770136157428,0.9192825,,72.0
,1.0,5.0,10224.901,12.230770136157428,0.9192825,,72.0
,1.0,5.0,21000.0,10.463131911491967,0.23333333,,75.0
,1.0,1.0,0.0,12.611541086966115,,,84.0
,1.0,4.0,7007.9326,10.714439990727769,0.75,,344.0
,1.0,4.0,7007.9326,10.714439990727769,0.75,,344.0
,1.0,4.0,7007.9326,10.714439990727769,0.75,,344.0
,1.0,5.0,21000.0,12.323860125621126,0.8035714,,1.0
,1.0,5.0,21000.0,12.323860125621126,0.8035714,,1.0
,1.0,5.0,21000.0,12.323860125621126,0.8035714,,1.0
,1.0,1.0,0.0,10.545367754151743,,,81.0
,1.0,4.0,7950.0,11.002116507732017,0.79470199,,78.0
,1.0,4.0,7950.0,11.002116507732017,0.79470199,,78.0
,1.0,4.0,7442.3462,11.608244735642321,0.67484665,,119.0
,1.0,4.0,7442.3462,11.608244735642321,0.67484665,,119.0
,1.0,4.0,7442.3462,11.608244735642321,0.67484665,,119.0
,1.0,4.0,7447.0381,11.410903813540878,0.85349715,,62.0
,1.0,4.0,7447.0381,11.410903813540878,0.85349715,,62.0
,1.0,4.0,7447.0381,11.410903813540878,0.85349715,,62.0
,1.0,4.0,7447.0381,11.410903813540878,0.85349715,,62.0
,1.0,4.0,5059.6924,11.461642696843066,0.75999999,,54.0
,1.0,4.0,5059.6924,11.461642696843066,0.75999999,,54.0
,1.0,5.0,21000.0,12.618185607609803,0.75594491,,558.0
,1.0,5.0,21000.0,12.618185607609803,0.75594491,,558.0
,1.0,4.0,8900.0,11.289794413577894,0.68085104,,43.0
,1.0,3.0,2190.8999,0.0,0.0,,51.0
,1.0,5.0,14077.038,9.61587214452889,0.16129032,,76.0
,1.0,5.0,14077.038,9.61587214452889,0.16129032,,76.0
,1.0,5.0,14077.038,9.61587214452889,0.16129032,,76.0
,1.0,3.0,2642.3462,11.58989576532275,0.72972971,,38.0
,1.0,1.0,0.0,8.517393171418904,,,30.0
,1.0,5.0,18272.193,8.517393171418904,0.055555556,,20.0
,1.0,5.0,18272.193,8.517393171418904,0.055555556,,20.0
,1.0,5.0,18272.193,8.517393171418904,0.055555556,,20.0
,1.0,4.0,5267.3462,12.230770136157428,0.640625,,9.0
,1.0,4.0,5267.3462,12.230770136157428,0.640625,,9.0
,1.0,3.0,3994.6919,12.083910661257521,1.0,,76.0
,1.0,3.0,3994.6919,12.083910661257521,1.0,,76.0
,1.0,5.0,21000.0,12.487488878546145,0.96363634,,1.0
,1.0,5.0,21000.0,12.487488878546145,0.96363634,,1.0
,1.0,4.0,7385.0459,8.006700845440367,0.16216215,,76.0
,1.0,4.0,7385.0459,8.006700845440367,0.16216215,,76.0
,1.0,4.0,7385.0459,8.006700845440367,0.16216215,,76.0
,1.0,1.0,0.0,,,,167.0
,1.0,1.0,0.0,0.0,,,232.0
,1.0,1.0,0.0,0.0,,,242.0
,1.0,1.0,0.0,0.0,,,242.0
,1.0,1.0,0.0,0.0,,,242.0
,1.0,1.0,0.0,0.0,,,242.0
,1.0,1.0,0.0,0.0,,,413.0
,1.0,1.0,0.0,0.0,,,317.0
,1.0,1.0,0.0,0.0,,,317.0
,1.0,1.0,0.0,0.0,,,317.0
,1.0,1.0,0.0,0.0,,,341.0
,1.0,1.0,0.0,0.0,,,347.0
,1.0,1.0,0.0,0.0,,,347.0
,1.0,1.0,0.0,11.289794413577894,,,288.0
,1.0,1.0,0.0,0.0,,,331.0
,1.0,1.0,0.0,11.608244735642321,,,312.0
,1.0,1.0,0.0,0.0,,,382.0
,1.0,1.0,0.0,0.0,,,290.0
,1.0,1.0,0.0,,,,269.0
,1.0,1.0,0.0,0.0,,,322.0
,1.0,1.0,0.0,8.853808274977197,,,289.0
,1.0,1.0,0.0,0.0,,,210.0
,1.0,1.0,0.0,0.0,,,230.0
,1.0,1.0,0.0,8.987321812850125,,,285.0
,1.0,1.0,0.0,8.987321812850125,,,285.0
,1.0,1.0,0.0,0.0,,,222.0
,1.0,1.0,0.0,0.0,,,222.0
,1.0,1.0,0.0,12.230770136157428,,,175.0
,1.0,1.0,0.0,12.230770136157428,,,175.0
,1.0,1.0,0.0,12.230770136157428,,,175.0
,1.0,1.0,0.0,0.0,,,224.0
,1.0,1.0,0.0,0.0,,,224.0
,1.0,1.0,0.0,0.0,,,224.0
,1.0,1.0,0.0,10.596659732783579,,,180.0
,1.0,1.0,0.0,4.61512051684126,,,246.0
,1.0,1.0,0.0,0.0,,,249.0
,1.0,1.0,0.0,0.0,,,249.0
,1.0,1.0,0.0,9.105090961257085,,,193.0
,1.0,1.0,0.0,9.105090961257085,,,193.0
,1.0,1.0,0.0,9.105090961257085,,,193.0
,1.0,1.0,0.0,0.0,,,233.0
,1.0,1.0,0.0,0.0,,,233.0
,1.0,1.0,0.0,0.0,,,195.0
,1.0,1.0,0.0,0.0,,,195.0
,1.0,1.0,0.0,0.0,,,195.0
,1.0,1.0,0.0,6.90875477931522,,,303.0
,1.0,1.0,0.0,6.90875477931522,,,303.0
,1.0,1.0,0.0,10.915106645867503,,,362.0
,1.0,1.0,0.0,10.915106645867503,,,362.0
,1.0,1.0,0.0,0.0,,,253.0
,1.0,1.0,0.0,8.699681400989514,,,257.0
,1.0,1.0,0.0,8.699681400989514,,,257.0
,1.0,1.0,0.0,0.0,,,327.0
,1.0,1.0,0.0,0.0,,,327.0
,1.0,1.0,0.0,0.0,,,289.0
,1.0,1.0,0.0,0.0,,,289.0
,1.0,1.0,0.0,5.707110264748875,,,407.0
,1.0,1.0,0.0,5.707110264748875,,,407.0
,1.0,1.0,0.0,0.0,,,463.0
,1.0,1.0,0.0,0.0,,,463.0
,1.0,1.0,0.0,0.0,,,337.0
,1.0,1.0,0.0,0.0,,,281.0
,1.0,1.0,0.0,0.0,,,281.0
,1.0,1.0,0.0,10.463131911491967,,,324.0
,1.0,1.0,0.0,10.463131911491967,,,324.0
,1.0,1.0,0.0,9.210440366976517,,,369.0
,1.0,1.0,0.0,9.210440366976517,,,369.0
,1.0,1.0,0.0,9.210440366976517,,,369.0
,1.0,1.0,0.0,0.0,,,294.0
,1.0,1.0,0.0,0.0,,,294.0
,1.0,1.0,0.0,7.901377353792616,,,338.0
,1.0,1.0,0.0,7.901377353792616,,,338.0
,1.0,1.0,0.0,7.901377353792616,,,338.0
,1.0,1.0,0.0,0.0,,,441.0
,1.0,1.0,0.0,12.154784614286667,,,406.0
,1.0,1.0,0.0,12.154784614286667,,,406.0
,1.0,1.0,0.0,10.463131911491967,,,518.0
,1.0,1.0,0.0,10.463131911491967,,,518.0
,1.0,1.0,0.0,10.463131911491967,,,518.0
,1.0,1.0,0.0,9.15915233520675,,,413.0
,1.0,1.0,0.0,9.15915233520675,,,413.0
,1.0,1.0,0.0,9.15915233520675,,,413.0
,1.0,1.0,0.0,9.15915233520675,,,413.0
,1.0,1.0,0.0,11.156264806643742,,,264.0
,1.0,1.0,0.0,11.982935344196433,,,329.0
,1.0,1.0,0.0,11.982935344196433,,,329.0
,1.0,1.0,0.0,11.982935344196433,,,329.0
,1.0,1.0,0.0,11.884495917930655,,,230.0
,1.0,1.0,0.0,11.884495917930655,,,230.0
,1.0,1.0,0.0,11.884495917930655,,,230.0
,1.0,1.0,0.0,11.874097282798648,,,360.0
,1.0,1.0,0.0,11.874097282798648,,,360.0
,1.0,1.0,0.0,11.947955847790901,,,416.0
,1.0,1.0,0.0,12.506180941677357,,,396.0
,1.0,1.0,0.0,12.506180941677357,,,396.0
,1.0,1.0,0.0,11.995357787034976,,,300.0
,1.0,1.0,0.0,11.995357787034976,,,300.0
,1.0,1.0,0.0,11.995357787034976,,,300.0
,1.0,1.0,0.0,11.995357787034976,,,300.0
,1.0,1.0,0.0,11.995357787034976,,,300.0
,1.0,1.0,0.0,12.278397958261774,,,329.0
,1.0,1.0,0.0,12.278397958261774,,,329.0
,1.0,1.0,0.0,12.278397958261774,,,329.0
,1.0,1.0,0.0,12.278397958261774,,,329.0
,1.0,1.0,0.0,12.278397958261774,,,329.0
,1.0,1.0,0.0,11.820417517632333,,,461.0
,1.0,1.0,0.0,11.820417517632333,,,461.0
,1.0,1.0,0.0,11.820417517632333,,,461.0
,1.0,1.0,0.0,0.0,,,467.0
,1.0,1.0,0.0,0.0,,,187.0
,1.0,1.0,0.0,0.0,,,187.0
,1.0,1.0,0.0,0.0,,,187.0
,1.0,1.0,0.0,0.0,,,187.0
,1.0,1.0,0.0,6.803505257608338,,,319.0
,1.0,1.0,0.0,6.803505257608338,,,319.0
,1.0,1.0,0.0,6.803505257608338,,,319.0
,1.0,1.0,0.0,6.803505257608338,,,319.0
,1.0,1.0,0.0,0.0,,,354.0
,1.0,1.0,0.0,0.0,,,354.0
,1.0,1.0,0.0,0.0,,,354.0
,1.0,1.0,0.0,0.0,,,354.0
,1.0,1.0,0.0,10.819798284210286,,,363.0
,1.0,1.0,0.0,0.0,,,372.0
,1.0,1.0,0.0,10.353001443478973,,,411.0
,1.0,1.0,0.0,10.353001443478973,,,411.0
,1.0,1.0,0.0,10.353001443478973,,,411.0
,1.0,1.0,0.0,10.596659732783579,,,277.0
,1.0,1.0,0.0,10.596659732783579,,,277.0
,1.0,1.0,0.0,10.596659732783579,,,277.0
,1.0,1.0,0.0,7.0909098220799835,,,377.0
,1.0,1.0,0.0,7.0909098220799835,,,377.0
,1.0,1.0,0.0,7.0909098220799835,,,377.0
,1.0,1.0,0.0,7.0909098220799835,,,377.0
,1.0,1.0,0.0,11.80932691294063,,,395.0
,1.0,1.0,0.0,11.80932691294063,,,395.0
,1.0,1.0,0.0,11.80932691294063,,,395.0
,1.0,1.0,0.0,12.128116509451258,,,428.0
,1.0,1.0,0.0,11.798111925972618,,,415.0
,1.0,1.0,0.0,10.596659732783579,,,223.0
,1.0,1.0,0.0,0.0,,,173.0
,1.0,1.0,0.0,0.0,,,173.0
,1.0,1.0,0.0,0.0,,,173.0
,1.0,1.0,0.0,11.39640288460621,,,205.0
,1.0,1.0,0.0,11.39640288460621,,,205.0
,1.0,1.0,0.0,11.39640288460621,,,205.0
,1.0,1.0,0.0,11.686887175419702,,,306.0
,1.0,1.0,0.0,11.686887175419702,,,306.0
,1.0,1.0,0.0,11.982935344196433,,,1.0
,1.0,1.0,0.0,11.982935344196433,,,1.0
,1.0,1.0,0.0,11.982935344196433,,,1.0
,1.0,1.0,0.0,11.92504173829169,,,306.0
,1.0,1.0,0.0,11.92504173829169,,,306.0
,1.0,1.0,0.0,11.92504173829169,,,306.0
,1.0,1.0,0.0,11.92504173829169,,,306.0
,1.0,1.0,0.0,0.0,,,366.0
,1.0,1.0,0.0,0.0,,,264.0
,1.0,1.0,0.0,10.725489582719506,,,233.0
,1.0,1.0,0.0,10.725489582719506,,,233.0
,1.0,1.0,0.0,11.082157933374816,,,187.0
,1.0,1.0,0.0,11.944714374881176,,,199.0
,1.0,1.0,0.0,11.944714374881176,,,199.0
,1.0,1.0,0.0,11.944714374881176,,,199.0
,1.0,1.0,0.0,0.0,,,203.0
,1.0,1.0,0.0,9.210440366976517,,,254.0
,1.0,1.0,0.0,0.0,,,227.0
,1.0,1.0,0.0,0.0,,,227.0
,1.0,1.0,0.0,9.90353755128617,,,197.0
,1.0,1.0,0.0,9.90353755128617,,,197.0
,1.0,1.0,0.0,9.90353755128617,,,197.0
,1.0,1.0,0.0,9.65509029374725,,,322.0
,1.0,1.0,0.0,9.65509029374725,,,322.0
,1.0,1.0,0.0,9.65509029374725,,,322.0
,1.0,1.0,0.0,6.90875477931522,,,298.0
,1.0,1.0,0.0,6.90875477931522,,,298.0
,1.0,1.0,0.0,6.90875477931522,,,298.0
,1.0,1.0,0.0,6.90875477931522,,,298.0
,1.0,1.0,0.0,6.90875477931522,,,298.0
,1.0,1.0,0.0,10.308985993422082,,,330.0
,1.0,1.0,0.0,10.308985993422082,,,330.0
,1.0,1.0,0.0,10.308985993422082,,,330.0
,1.0,1.0,0.0,0.0,,,303.0
,1.0,1.0,0.0,0.0,,,303.0
,1.0,1.0,0.0,0.0,,,303.0
,1.0,1.0,0.0,0.0,,,303.0
,1.0,1.0,0.0,0.0,,,232.0
,1.0,1.0,0.0,0.0,,,238.0
,1.0,1.0,0.0,0.0,,,238.0
,1.0,1.0,0.0,0.0,,,238.0
,1.0,1.0,0.0,9.375939552625749,,,176.0
,1.0,1.0,0.0,9.375939552625749,,,176.0
,1.0,1.0,0.0,0.0,,,231.0
,1.0,1.0,0.0,0.0,,,231.0
,1.0,1.0,0.0,0.0,,,234.0
,1.0,1.0,0.0,0.0,,,234.0
,1.0,1.0,0.0,0.0,,,346.0
,1.0,1.0,0.0,11.608244735642321,,,373.0
,1.0,1.0,0.0,11.608244735642321,,,373.0
,1.0,1.0,0.0,11.608244735642321,,,373.0
,1.0,1.0,0.0,8.366602832783736,,,425.0
,1.0,1.0,0.0,0.0,,,385.0
,1.0,1.0,0.0,0.0,,,385.0
,1.0,1.0,0.0,0.0,,,385.0
,1.0,1.0,0.0,8.006700845440367,,,348.0
,1.0,1.0,0.0,8.006700845440367,,,348.0
,1.0,1.0,0.0,8.006700845440367,,,348.0
,1.0,1.0,0.0,8.81001204797317,,,376.0
,1.0,1.0,0.0,8.81001204797317,,,376.0
,1.0,1.0,0.0,8.81001204797317,,,376.0
,1.0,1.0,0.0,8.81001204797317,,,376.0
,1.0,1.0,0.0,0.0,,,418.0
,1.0,1.0,0.0,0.0,,,418.0
,1.0,1.0,0.0,0.0,,,418.0
,1.0,1.0,0.0,0.0,,,480.0
,1.0,1.0,0.0,0.0,,,377.0
,1.0,1.0,0.0,10.221977646629885,,,372.0
,1.0,1.0,0.0,10.221977646629885,,,372.0
,1.0,1.0,0.0,10.221977646629885,,,372.0
,1.0,1.0,0.0,0.0,,,295.0
,1.0,1.0,0.0,0.0,,,295.0
,1.0,1.0,0.0,0.0,,,410.0
,1.0,1.0,0.0,0.0,,,410.0
,1.0,1.0,0.0,0.0,,,314.0
,1.0,1.0,0.0,0.0,,,314.0
,1.0,1.0,0.0,0.0,,,314.0
,1.0,1.0,0.0,0.0,,,425.0
,1.0,1.0,0.0,0.0,,,425.0
,1.0,1.0,0.0,0.0,,,360.0
,1.0,1.0,0.0,0.0,,,360.0
,1.0,1.0,0.0,0.0,,,208.0
,1.0,1.0,0.0,0.0,,,208.0
,1.0,1.0,0.0,0.0,,,208.0
,1.0,1.0,0.0,0.0,,,208.0
,1.0,1.0,0.0,0.0,,,208.0
,1.0,1.0,0.0,0.0,,,209.0
,1.0,1.0,0.0,0.0,,,209.0
,1.0,1.0,0.0,9.04793908261736,,,208.0
,1.0,1.0,0.0,9.04793908261736,,,208.0
,1.0,1.0,0.0,9.04793908261736,,,208.0
,1.0,1.0,0.0,11.51293546492023,,,139.0
,1.0,1.0,0.0,11.51293546492023,,,139.0
,1.0,1.0,0.0,9.04793908261736,,,173.0
,1.0,1.0,0.0,9.04793908261736,,,173.0
,1.0,1.0,0.0,9.04793908261736,,,173.0
,1.0,1.0,0.0,11.156264806643742,,,210.0
,1.0,1.0,0.0,0.0,,,313.0
,1.0,1.0,0.0,0.0,,,298.0
,1.0,1.0,0.0,0.0,,,180.0
,1.0,1.0,0.0,0.0,,,180.0
,1.0,1.0,0.0,0.0,,,180.0
,1.0,1.0,0.0,11.289794413577894,,,210.0
,1.0,1.0,0.0,6.2166061010848646,,,156.0
,1.0,1.0,0.0,6.2166061010848646,,,156.0
,1.0,1.0,0.0,,,,268.0
,1.0,1.0,0.0,,,,268.0
,1.0,1.0,0.0,,,,268.0
,1.0,1.0,0.0,6.90875477931522,,,253.0
,1.0,1.0,0.0,11.51293546492023,,,223.0
,1.0,1.0,0.0,11.264476926102367,,,254.0
,1.0,1.0,0.0,0.0,,,203.0
,1.0,1.0,0.0,0.0,,,211.0
,1.0,1.0,0.0,0.0,,,211.0
,1.0,1.0,0.0,0.0,,,211.0
,1.0,1.0,0.0,0.0,,,211.0
,1.0,1.0,0.0,0.0,,,211.0
,1.0,1.0,0.0,9.105090961257085,,,263.0
,1.0,1.0,0.0,9.105090961257085,,,263.0
,1.0,1.0,0.0,9.105090961257085,,,263.0
,1.0,1.0,0.0,11.0186455364637,,,223.0
,1.0,1.0,0.0,0.0,,,173.0
,1.0,1.0,0.0,0.0,,,173.0
,1.0,1.0,0.0,0.0,,,173.0
,1.0,1.0,0.0,0.0,,,249.0
,1.0,1.0,0.0,10.239995502805316,,,519.0
,1.0,1.0,0.0,10.239995502805316,,,519.0
,1.0,1.0,0.0,11.166921949681214,,,253.0
,1.0,1.0,0.0,11.166921949681214,,,253.0
,1.0,1.0,0.0,11.166921949681214,,,253.0
,1.0,1.0,0.0,11.166921949681214,,,253.0
,1.0,1.0,0.0,11.166921949681214,,,253.0
,1.0,1.0,0.0,11.156264806643742,,,449.0
,1.0,1.0,0.0,11.156264806643742,,,449.0
,1.0,1.0,0.0,11.156264806643742,,,449.0
,1.0,1.0,0.0,11.49273296168228,,,480.0
,1.0,1.0,0.0,11.49273296168228,,,480.0
,1.0,1.0,0.0,10.668978650219241,,,352.0
,1.0,1.0,0.0,10.668978650219241,,,352.0
,1.0,1.0,0.0,8.987321812850125,,,287.0
,1.0,1.0,0.0,9.90353755128617,,,412.0
,1.0,1.0,0.0,0.0,,,305.0
,1.0,1.0,0.0,0.0,,,305.0
,1.0,1.0,0.0,0.0,,,305.0
,1.0,1.0,0.0,0.0,,,305.0
,1.0,1.0,0.0,0.0,,,458.0
,1.0,1.0,0.0,10.714439990727769,,,438.0
,1.0,1.0,0.0,10.714439990727769,,,438.0
,1.0,1.0,0.0,10.714439990727769,,,438.0
,1.0,1.0,0.0,10.463131911491967,,,312.0
,1.0,1.0,0.0,8.594339400592892,,,380.0
,1.0,1.0,0.0,8.594339400592892,,,380.0
,1.0,1.0,0.0,10.819798284210286,,,327.0
,1.0,1.0,0.0,0.0,,,429.0
,1.0,1.0,0.0,0.0,,,429.0
,1.0,1.0,0.0,9.711176264112805,,,280.0
,1.0,1.0,0.0,11.759793355371237,,,367.0
,1.0,1.0,0.0,11.759793355371237,,,367.0
,1.0,1.0,0.0,11.759793355371237,,,367.0
,1.0,1.0,0.0,0.0,,,318.0
,1.0,1.0,0.0,10.887455624298198,,,392.0
,1.0,1.0,0.0,10.887455624298198,,,392.0
,1.0,1.0,0.0,0.0,,,388.0
,1.0,1.0,0.0,0.0,,,388.0
,1.0,1.0,0.0,0.0,,,388.0
,1.0,1.0,0.0,0.0,,,399.0
,1.0,1.0,0.0,0.0,,,399.0
,1.0,1.0,0.0,9.392745258631441,,,235.0
,1.0,1.0,0.0,9.392745258631441,,,235.0
,1.0,1.0,0.0,9.392745258631441,,,235.0
,1.0,1.0,0.0,9.392745258631441,,,235.0
,1.0,1.0,0.0,12.33270970174018,,,1.0
,1.0,1.0,0.0,12.33270970174018,,,1.0
,1.0,1.0,0.0,12.33270970174018,,,1.0
,1.0,1.0,0.0,12.479913113434042,,,278.0
,1.0,1.0,0.0,12.479913113434042,,,278.0
,1.0,1.0,0.0,12.180759965737863,,,221.0
,1.0,1.0,0.0,12.180759965737863,,,221.0
