hogar_id,survey_wave,income_q,d_income_ratio,d_wealth_ratio,adj_ratio,pesoEFHU
,3.0,,,0.99243665,0.11099737,123.0
,3.0,,,,0.11099737,128.0
,3.0,,,,0.11099737,182.0
,3.0,,,,0.11099737,191.0
,3.0,,,0.99832052,0.11099737,147.0
,3.0,,,,0.11099737,147.0
,3.0,,,,0.11099737,76.0
,3.0,,,,0.11099737,121.0
,3.0,,,,0.11099737,146.0
,3.0,,,,0.11099737,166.0
,3.0,,,,0.11099737,94.0
,3.0,,,,0.11099737,144.0
,3.0,,,,0.11099737,81.0
,3.0,,,,0.11099737,74.0
,3.0,,,0.9923532,0.11099737,121.0
,3.0,,,,0.11099737,175.0
,3.0,,,0.80254722,0.11099737,101.0
,3.0,,,,0.11099737,188.0
,3.0,,,,0.11099737,129.0
,3.0,,,,0.11099737,154.0
,3.0,,,,0.11099737,155.0
,3.0,,,,0.11099737,156.0
,3.0,,,,0.11099737,156.0
,3.0,,,,0.11099737,163.0
,3.0,,,,0.11099737,160.0
,3.0,,,,0.11099737,122.0
,3.0,,,0.9578833,0.11099737,179.0
,3.0,,,,0.11099737,116.0
,3.0,,,,0.11099737,148.0
,3.0,,,,0.11099737,149.0
,3.0,,,,0.11099737,124.0
,3.0,,,,0.11099737,165.0
,3.0,,,,0.11099737,58.0
,3.0,,,,0.11099737,176.0
,3.0,,,,0.11099737,97.0
,3.0,,,,0.11099737,156.0
,3.0,,,,0.11099737,137.0
,3.0,,,,0.11099737,153.0
,3.0,,,,0.11099737,61.0
,3.0,,,,0.11099737,175.0
,3.0,,,,0.11099737,195.0
,3.0,,,,0.11099737,94.0
,3.0,,,,0.11099737,97.0
,3.0,,,,0.11099737,103.0
,3.0,,,,0.11099737,195.0
,3.0,,,,0.11099737,130.0
,3.0,,,,0.11099737,58.0
,3.0,,,,0.11099737,72.0
,3.0,,,,0.11099737,118.0
,3.0,,,,0.11099737,127.0
,3.0,,,,0.11099737,92.0
,3.0,,,,0.11099737,162.0
,3.0,,,,0.11099737,121.0
,3.0,,,,0.11099737,89.0
,3.0,,,,0.11099737,64.0
,3.0,,,,0.11099737,208.0
,3.0,,,,0.11099737,170.0
,3.0,,,,0.11099737,82.0
,3.0,,,,0.11099737,160.0
,3.0,,,,0.11099737,116.0
,3.0,,,,0.11099737,102.0
,3.0,,,,0.11099737,154.0
,3.0,,,,0.11099737,154.0
,3.0,,,,0.11099737,150.0
,3.0,,,,0.11099737,140.0
,3.0,,,,0.11099737,64.0
,3.0,,,,0.11099737,180.0
,3.0,,,,0.11099737,151.0
,3.0,,,,0.11099737,60.0
,3.0,,,,0.11099737,98.0
,3.0,,,,0.11099737,169.0
,3.0,,,0.99681145,0.11099737,104.0
,3.0,,,,0.11099737,151.0
,3.0,,,,0.11099737,105.0
,3.0,,,,0.11099737,107.0
,3.0,,,,0.11099737,175.0
,3.0,,,,0.11099737,161.0
,3.0,,,,0.11099737,147.0
,3.0,,,,0.11099737,95.0
,3.0,,,,0.11099737,158.0
,3.0,,,,0.11099737,133.0
,3.0,,,,0.11099737,206.0
,3.0,,,,0.11099737,164.0
,3.0,,,,0.11099737,108.0
,3.0,,,,0.11099737,170.0
,3.0,,,,0.11099737,236.0
,3.0,,,0.87739128,0.11099737,111.0
,3.0,,,,0.11099737,133.0
,3.0,,,,0.11099737,136.0
,3.0,,,,0.11099737,146.0
,3.0,,,,0.11099737,138.0
,3.0,,,,0.11099737,124.0
,3.0,,,,0.11099737,141.0
,3.0,,,0.99075466,0.11099737,123.0
,3.0,,,,0.11099737,91.0
,3.0,,,,0.11099737,132.0
,3.0,,,,0.11099737,135.0
,3.0,,,,0.11099737,122.0
,3.0,,,0.74102455,0.11099737,161.0
,3.0,,,,0.11099737,103.0
,3.0,,,,0.11099737,210.0
,3.0,,,,0.11099737,148.0
,3.0,,,,0.11099737,124.0
,3.0,,,0.78720415,0.11099737,116.0
,3.0,,,,0.11099737,142.0
,3.0,,,,0.11099737,197.0
,3.0,,,,0.11099737,91.0
,3.0,,,,0.11099737,56.0
,3.0,,,,0.11099737,72.0
,3.0,,,0.98759961,0.11099737,104.0
,3.0,,,,0.11099737,113.0
,3.0,,,,0.11099737,177.0
,3.0,,,,0.11099737,153.0
,3.0,,,,0.11099737,164.0
,3.0,,,,0.11099737,155.0
,3.0,,,,0.11099737,72.0
,3.0,,,,0.11099737,129.0
,3.0,,,,0.11099737,165.0
,3.0,,,,0.11099737,104.0
,3.0,,,,0.11099737,151.0
,3.0,,,0.71675259,0.11099737,71.0
,3.0,,,,0.11099737,132.0
,3.0,,,,0.11099737,66.0
,3.0,,,,0.11099737,207.0
,3.0,,,,0.11099737,74.0
,3.0,,,,0.11099737,118.0
,3.0,,,,0.11099737,133.0
,3.0,,,,0.11099737,156.0
,3.0,,,,0.11099737,95.0
,3.0,,,,0.11099737,157.0
,3.0,,,,0.11099737,182.0
,3.0,,,,0.11099737,74.0
,3.0,,,,0.11099737,122.0
,3.0,,,0.96920294,0.11099737,123.0
,3.0,,,,0.11099737,69.0
,3.0,,,,0.11099737,142.0
,3.0,,,0.80731565,0.11099737,150.0
,3.0,,,,0.11099737,127.0
,3.0,,,,0.11099737,229.0
,3.0,,,,0.11099737,124.0
,3.0,,,,0.11099737,176.0
,3.0,,,,0.11099737,140.0
,3.0,,,,0.11099737,103.0
,3.0,,,,0.11099737,119.0
,3.0,,,,0.11099737,134.0
,3.0,,,,0.11099737,78.0
,3.0,,,,0.11099737,131.0
,3.0,,,,0.11099737,49.0
,3.0,,,,0.11099737,171.0
,3.0,,,,0.11099737,58.0
,3.0,,,0.99306941,0.11099737,88.0
,3.0,,,,0.11099737,98.0
,3.0,,,,0.11099737,91.0
,3.0,,,,0.11099737,153.0
,3.0,,,,0.11099737,149.0
,3.0,,,,0.11099737,180.0
,3.0,,,,0.11099737,155.0
,3.0,,,0.90095091,0.11099737,156.0
,3.0,,,,0.11099737,202.0
,3.0,,,,0.11099737,163.0
,3.0,,,,0.11099737,183.0
,3.0,,,,0.11099737,107.0
,3.0,,,,0.11099737,108.0
,3.0,,,,0.11099737,150.0
,3.0,,,0.99765521,0.11099737,83.0
,3.0,,,,0.11099737,141.0
,3.0,,,,0.11099737,93.0
,3.0,,,,0.11099737,199.0
,3.0,,,,0.11099737,171.0
,3.0,,,,0.11099737,139.0
,3.0,,,0.95008802,0.11099737,168.0
,3.0,,,,0.11099737,95.0
,3.0,,,,0.11099737,182.0
,3.0,,,,0.11099737,180.0
,3.0,,,,0.11099737,112.0
,3.0,,,0.84007299,0.11099737,122.0
,3.0,,,,0.11099737,172.0
,3.0,,,,0.11099737,211.0
,3.0,,,,0.11099737,174.0
,3.0,,,,0.11099737,181.0
,3.0,,,,0.11099737,106.0
,3.0,,,,0.11099737,164.0
,3.0,,,,0.11099737,146.0
,3.0,,,,0.11099737,130.0
,3.0,,,0.97869629,0.11099737,118.0
,3.0,,,,0.11099737,90.0
,3.0,,,,0.11099737,60.0
,3.0,,,,0.11099737,115.0
,3.0,,,,0.11099737,107.0
,3.0,,,,0.11099737,181.0
,3.0,,,,0.11099737,182.0
,3.0,,,0.89891255,0.11099737,122.0
,3.0,,,,0.11099737,169.0
,3.0,,,,0.11099737,175.0
,3.0,,,,0.11099737,155.0
,3.0,,,,0.11099737,109.0
,3.0,,,,0.11099737,59.0
,3.0,,,,0.11099737,109.0
,3.0,,,0.96510279,0.11099737,113.0
,3.0,,,,0.11099737,90.0
,3.0,,,0.97713292,0.11099737,163.0
,3.0,,,,0.11099737,123.0
,3.0,,,,0.11099737,147.0
,3.0,,,,0.11099737,93.0
,3.0,,,,0.11099737,129.0
,3.0,,,,0.11099737,118.0
,3.0,,,,0.11099737,163.0
,3.0,,,,0.11099737,114.0
,3.0,,,,0.11099737,159.0
,3.0,,,,0.11099737,148.0
,3.0,,,,0.11099737,92.0
,3.0,,,,0.11099737,117.0
,3.0,,,,0.11099737,127.0
,3.0,,,0.96196276,0.11099737,179.0
,3.0,,,,0.11099737,103.0
,3.0,,,0.99584746,0.11099737,160.0
,3.0,,,,0.11099737,109.0
,3.0,,,,0.11099737,106.0
,3.0,,,0.9914422,0.11099737,156.0
,3.0,,,,0.11099737,72.0
,3.0,,,,0.11099737,159.0
,3.0,,,,0.11099737,147.0
,3.0,,,0.95849407,0.11099737,97.0
,3.0,,,,0.11099737,145.0
,3.0,,,,0.11099737,143.0
,3.0,,,,0.11099737,121.0
,3.0,,,,0.11099737,105.0
,3.0,,,,0.11099737,92.0
,3.0,,,,0.11099737,99.0
,3.0,,,,0.11099737,95.0
,3.0,,,,0.11099737,77.0
,3.0,,,,0.11099737,129.0
,3.0,,,,0.11099737,91.0
,3.0,,,,0.11099737,91.0
,3.0,,,,0.11099737,174.0
,3.0,,,,0.11099737,117.0
,3.0,,,,0.11099737,164.0
,3.0,,,,0.11099737,159.0
,3.0,,,,0.11099737,81.0
,3.0,,,,0.11099737,137.0
,3.0,,,,0.11099737,175.0
,3.0,,,,0.11099737,125.0
,3.0,,,,0.11099737,167.0
,3.0,,,,0.11099737,118.0
,3.0,,,0.98628026,0.11099737,117.0
,3.0,,,,0.11099737,151.0
,3.0,,,,0.11099737,149.0
,3.0,,,0.78591269,0.11099737,132.0
,3.0,,,,0.11099737,121.0
,3.0,,,,0.11099737,150.0
,3.0,,,,0.11099737,133.0
,3.0,,,,0.11099737,154.0
,3.0,,,,0.11099737,91.0
,3.0,,,,0.11099737,57.0
,3.0,,,,0.11099737,181.0
,3.0,,,,0.11099737,145.0
,3.0,,,0.9114812,0.11099737,147.0
,3.0,,,,0.11099737,112.0
,3.0,,,,0.11099737,76.0
,3.0,,,,0.11099737,149.0
,3.0,,,,0.11099737,118.0
,3.0,,,,0.11099737,186.0
,3.0,,,,0.11099737,135.0
,3.0,,,,0.11099737,148.0
,3.0,,,0.98271137,0.11099737,160.0
,3.0,,,,0.11099737,187.0
,3.0,,,,0.11099737,112.0
,3.0,,,,0.11099737,117.0
,3.0,,,0.99797243,0.11099737,167.0
,3.0,,,,0.11099737,150.0
,3.0,,,,0.11099737,121.0
,3.0,,,,0.11099737,82.0
,3.0,,,,0.11099737,83.0
,3.0,,,,0.11099737,78.0
,3.0,,,,0.11099737,115.0
,3.0,,,,0.11099737,143.0
,3.0,,,,0.11099737,91.0
,3.0,,,,0.11099737,139.0
,3.0,,,,0.11099737,126.0
,3.0,,,,0.11099737,143.0
,3.0,,,,0.11099737,176.0
,3.0,,,,0.11099737,55.0
,3.0,,,,0.11099737,168.0
,3.0,,,,0.11099737,133.0
,3.0,,,,0.11099737,98.0
,3.0,,,,0.11099737,142.0
,3.0,,,,0.11099737,78.0
,3.0,,,0.90259045,0.11099737,159.0
,3.0,,,,0.11099737,186.0
,3.0,,,,0.11099737,139.0
,3.0,,,,0.11099737,164.0
,3.0,,,,0.11099737,119.0
,3.0,,,,0.11099737,151.0
,3.0,,,0.93457818,0.11099737,122.0
,3.0,,,0.97488046,0.11099737,153.0
,3.0,,,0.93190753,0.11099737,156.0
,3.0,,,,0.11099737,115.0
,3.0,,,,0.11099737,137.0
,3.0,,,,0.11099737,160.0
,3.0,,,0.70493829,0.11099737,81.0
,3.0,,,,0.11099737,210.0
,3.0,,,0.91036034,0.11099737,179.0
,3.0,,,,0.11099737,213.0
,3.0,,,0.9724254,0.11099737,104.0
,3.0,,,,0.11099737,148.0
,3.0,,,,0.11099737,123.0
,3.0,,,,0.11099737,146.0
,3.0,,,,0.11099737,107.0
,3.0,,,0.93841416,0.11099737,155.0
,3.0,,,,0.11099737,124.0
,3.0,,,,0.11099737,186.0
,3.0,,,,0.11099737,81.0
,3.0,,,,0.11099737,174.0
,3.0,,,,0.11099737,155.0
,3.0,,,0.99210471,0.11099737,165.0
,3.0,,,0.92375958,0.11099737,83.0
,3.0,,,,0.11099737,141.0
,3.0,,,,0.11099737,133.0
,3.0,,,,0.11099737,108.0
,3.0,,,,0.11099737,181.0
,3.0,,,,0.11099737,98.0
,3.0,,,,0.11099737,107.0
,3.0,,,,0.11099737,86.0
,3.0,,,,0.11099737,156.0
,3.0,,,,0.11099737,187.0
,3.0,,,,0.11099737,141.0
,3.0,,,,0.11099737,139.0
,3.0,,,,0.11099737,168.0
,3.0,,,,0.11099737,152.0
,3.0,,,0.91798556,0.11099737,58.0
,3.0,,,,0.11099737,194.0
,3.0,,,,0.11099737,86.0
,3.0,,,,0.11099737,143.0
,3.0,,,,0.11099737,177.0
,3.0,,,,0.11099737,67.0
,3.0,,,,0.11099737,108.0
,3.0,,,,0.11099737,154.0
,3.0,,,,0.11099737,85.0
,3.0,,,,0.11099737,80.0
,3.0,,,0.96733671,0.11099737,80.0
,3.0,,,,0.11099737,72.0
,3.0,,,,0.11099737,105.0
,3.0,,,,0.11099737,82.0
,3.0,,,,0.11099737,143.0
,3.0,,,,0.11099737,164.0
,3.0,,,,0.11099737,178.0
,3.0,,,,0.11099737,78.0
,3.0,,,,0.11099737,91.0
,3.0,,,,0.11099737,145.0
,3.0,,,,0.11099737,142.0
,3.0,,,,0.11099737,144.0
,3.0,,,,0.11099737,150.0
,3.0,,,,0.11099737,115.0
,3.0,,,,0.11099737,67.0
,3.0,,,,0.11099737,133.0
,3.0,,,,0.11099737,78.0
,3.0,,,,0.11099737,132.0
,3.0,,,,0.11099737,87.0
,3.0,,,,0.11099737,124.0
,3.0,,,0.93904686,0.11099737,152.0
,3.0,,,,0.11099737,162.0
,3.0,,,,0.11099737,125.0
,3.0,,,,0.11099737,150.0
,3.0,,,,0.11099737,117.0
,3.0,,,0.9741236,0.11099737,92.0
,3.0,,,,0.11099737,148.0
,3.0,,,,0.11099737,100.0
,3.0,,,,0.11099737,112.0
,3.0,,,0.99203402,0.11099737,138.0
,3.0,,,,0.11099737,187.0
,3.0,,,,0.11099737,156.0
,3.0,,,,0.11099737,141.0
,3.0,,,,0.11099737,111.0
,3.0,,,,0.11099737,155.0
,3.0,,,,0.11099737,164.0
,3.0,,,,0.11099737,155.0
,3.0,,,,0.11099737,149.0
,3.0,,,0.96770459,0.11099737,73.0
,3.0,,,0.99890798,0.11099737,119.0
,3.0,,,,0.11099737,112.0
,3.0,,,,0.11099737,134.0
,3.0,,,,0.11099737,83.0
,3.0,,,,0.11099737,111.0
,3.0,,,0.99953234,0.11099737,153.0
,3.0,,,,0.11099737,88.0
,3.0,,,,0.11099737,132.0
,3.0,,,,0.11099737,71.0
,3.0,,,,0.11099737,163.0
,3.0,,,,0.11099737,114.0
,3.0,,,,0.11099737,107.0
,3.0,,,,0.11099737,129.0
,3.0,,,,0.11099737,91.0
,3.0,,,,0.11099737,156.0
,3.0,,,,0.11099737,129.0
,3.0,,,,0.11099737,146.0
,3.0,,,0.9502936,0.11099737,159.0
,3.0,,,,0.11099737,107.0
,3.0,,,,0.11099737,107.0
,3.0,,,,0.11099737,107.0
,3.0,,,,0.11099737,75.0
,3.0,,,,0.11099737,83.0
,3.0,,,,0.11099737,158.0
,3.0,,,,0.11099737,166.0
,3.0,,,,0.11099737,145.0
,3.0,,,,0.11099737,129.0
,3.0,,,,0.11099737,145.0
,3.0,,,,0.11099737,133.0
,3.0,,,,0.11099737,124.0
,3.0,,,,0.11099737,142.0
,3.0,,,0.89637208,0.11099737,128.0
,3.0,,,0.95032018,0.11099737,130.0
,3.0,,,,0.11099737,136.0
,3.0,,,,0.11099737,108.0
,3.0,,,,0.11099737,113.0
,3.0,,,0.97020143,0.11099737,166.0
,3.0,,,,0.11099737,147.0
,3.0,,,,0.11099737,61.0
,3.0,,,0.96709007,0.11099737,130.0
,3.0,,,,0.11099737,132.0
,3.0,,,,0.11099737,82.0
,3.0,,,,0.11099737,160.0
,3.0,,,,0.11099737,187.0
,3.0,,,,0.11099737,196.0
,3.0,,,0.87227941,0.11099737,131.0
,3.0,,,,0.11099737,161.0
,3.0,,,,0.11099737,205.0
,3.0,,,,0.11099737,95.0
,3.0,,,0.96890891,0.11099737,151.0
,3.0,,,,0.11099737,171.0
,3.0,,,,0.11099737,38.0
,3.0,,,,0.11099737,158.0
,3.0,,,,0.11099737,70.0
,3.0,,,,0.11099737,161.0
,3.0,,,,0.11099737,103.0
,3.0,,,0.83671522,0.11099737,157.0
,3.0,,,,0.11099737,141.0
,3.0,,,,0.11099737,98.0
,3.0,,,,0.11099737,147.0
,3.0,,,,0.11099737,108.0
,3.0,,,0.8813597,0.11099737,133.0
,3.0,,,,0.11099737,156.0
,3.0,,,,0.11099737,138.0
,3.0,,,,0.11099737,146.0
,3.0,,,,0.11099737,174.0
,3.0,,,,0.11099737,122.0
,3.0,,,,0.11099737,106.0
,3.0,,,,0.11099737,55.0
,3.0,,,,0.11099737,91.0
,3.0,,,0.97872937,0.11099737,173.0
,3.0,,,,0.11099737,100.0
,3.0,,,,0.11099737,142.0
,3.0,,,,0.11099737,168.0
,3.0,,,,0.11099737,115.0
,3.0,,,,0.11099737,141.0
,3.0,,,,0.11099737,115.0
,3.0,,,,0.11099737,148.0
,3.0,,,,0.11099737,153.0
,3.0,,,0.87889868,0.11099737,106.0
,3.0,,,,0.11099737,121.0
,3.0,,,0.99875474,0.11099737,138.0
,3.0,,,,0.11099737,123.0
,3.0,,,,0.11099737,157.0
,3.0,,,,0.11099737,108.0
,3.0,,,,0.11099737,166.0
,3.0,,,,0.11099737,189.0
,3.0,,,0.86890697,0.11099737,115.0
,3.0,,,0.98053771,0.11099737,160.0
,3.0,,,,0.11099737,164.0
,3.0,,,,0.11099737,95.0
,3.0,,,,0.11099737,123.0
,3.0,,,,0.11099737,107.0
,3.0,,,,0.11099737,107.0
,3.0,,,,0.11099737,118.0
,3.0,,,0.98950583,0.11099737,186.0
,3.0,,,,0.11099737,189.0
,3.0,,,,0.11099737,124.0
,3.0,,,,0.11099737,149.0
,3.0,,,,0.11099737,199.0
,3.0,,,0.95890164,0.11099737,137.0
,3.0,,,,0.11099737,157.0
,3.0,,,,0.11099737,183.0
,3.0,,,,0.11099737,107.0
,3.0,,,0.96340221,0.11099737,128.0
,3.0,,,,0.11099737,141.0
,3.0,,,,0.11099737,107.0
,3.0,,,,0.11099737,169.0
,3.0,,,,0.11099737,84.0
,3.0,,,,0.11099737,149.0
,3.0,,,,0.11099737,91.0
,3.0,,,,0.11099737,114.0
,3.0,,,,0.11099737,168.0
,3.0,,,,0.11099737,138.0
,3.0,,,,0.11099737,190.0
,3.0,,,,0.11099737,133.0
,3.0,,,,0.11099737,38.0
,3.0,,,,0.11099737,111.0
,3.0,,,,0.11099737,182.0
,3.0,,,,0.11099737,173.0
,3.0,,,0.9711439,0.11099737,58.0
,3.0,,,,0.11099737,88.0
,3.0,,,,0.11099737,77.0
,3.0,,,,0.11099737,145.0
,3.0,,,,0.11099737,130.0
,3.0,,,,0.11099737,112.0
,3.0,,,,0.11099737,120.0
,3.0,,,,0.11099737,112.0
,3.0,,,,0.11099737,136.0
,3.0,,,,0.11099737,163.0
,3.0,,,,0.11099737,83.0
,3.0,,,,0.11099737,93.0
,3.0,,,,0.11099737,177.0
,3.0,,,,0.11099737,108.0
,3.0,,,0.96349806,0.11099737,101.0
,3.0,,,,0.11099737,143.0
,3.0,,,,0.11099737,146.0
,3.0,,,,0.11099737,129.0
,3.0,,,,0.11099737,115.0
,3.0,,,,0.11099737,123.0
,3.0,,,,0.11099737,155.0
,3.0,,,,0.11099737,173.0
,3.0,,,,0.11099737,162.0
,3.0,,,,0.11099737,59.0
,3.0,,,,0.11099737,83.0
,3.0,,,,0.11099737,116.0
,3.0,,,,0.11099737,109.0
,3.0,,,,0.11099737,107.0
,3.0,,,,0.11099737,93.0
,3.0,,,0.90394539,0.11099737,115.0
,3.0,,,,0.11099737,136.0
,3.0,,,,0.11099737,108.0
,3.0,,,,0.11099737,170.0
,3.0,,,0.90154839,0.11099737,148.0
,3.0,,,,0.11099737,164.0
,3.0,,,,0.11099737,82.0
,3.0,,,0.99861324,0.11099737,83.0
,3.0,,,,0.11099737,98.0
,3.0,,,,0.11099737,199.0
,3.0,,,,0.11099737,141.0
,3.0,,,,0.11099737,209.0
,3.0,,,,0.11099737,145.0
,3.0,,,0.940274,0.11099737,164.0
,3.0,,,0.99946523,0.11099737,123.0
,3.0,,,,0.11099737,161.0
,3.0,,,0.93717271,0.11099737,160.0
,3.0,,,0.82476246,0.11099737,186.0
,3.0,,,,0.11099737,159.0
,3.0,,,,0.11099737,176.0
,3.0,,,,0.11099737,163.0
,3.0,,,,0.11099737,179.0
,3.0,,,,0.11099737,82.0
,3.0,,,,0.11099737,84.0
,3.0,,,,0.11099737,141.0
,3.0,,,,0.11099737,87.0
,3.0,,,0.96848446,0.11099737,98.0
,3.0,,,,0.11099737,132.0
,3.0,,,,0.11099737,133.0
,3.0,,,,0.11099737,166.0
,3.0,,,,0.11099737,187.0
,3.0,,,,0.11099737,144.0
,3.0,,,,0.11099737,173.0
,3.0,,,,0.11099737,138.0
,3.0,,,,0.11099737,153.0
,3.0,,,,0.11099737,123.0
,3.0,,,,0.11099737,71.0
,3.0,,,,0.11099737,155.0
,3.0,,,,0.11099737,168.0
,3.0,,,,0.11099737,73.0
,3.0,,,0.97952163,0.11099737,129.0
,3.0,,,0.98426831,0.11099737,85.0
,3.0,,,,0.11099737,151.0
,3.0,,,,0.11099737,182.0
,3.0,,,0.99503452,0.11099737,117.0
,3.0,,,,0.11099737,154.0
,3.0,,,,0.11099737,106.0
,3.0,,,,0.11099737,176.0
,3.0,,,,0.11099737,132.0
,3.0,,,,0.11099737,133.0
,3.0,,,,0.11099737,113.0
,3.0,,,,0.11099737,116.0
,3.0,,,0.99534452,0.11099737,133.0
,3.0,,,,0.11099737,67.0
,3.0,,,,0.11099737,150.0
,3.0,,,,0.11099737,143.0
,3.0,,,,0.11099737,182.0
,3.0,,,,0.11099737,156.0
,3.0,,,,0.11099737,152.0
,3.0,,,,0.11099737,129.0
,3.0,,,0.98201454,0.11099737,80.0
,3.0,,,0.94869268,0.11099737,136.0
,3.0,,,,0.11099737,131.0
,3.0,,,,0.11099737,102.0
,3.0,,,,0.11099737,147.0
,3.0,,,,0.11099737,184.0
,3.0,,,,0.11099737,147.0
,3.0,,,,0.11099737,100.0
,3.0,,,,0.11099737,99.0
,3.0,,,,0.11099737,157.0
,3.0,,,,0.11099737,186.0
,3.0,,,,0.11099737,60.0
,3.0,,,,0.11099737,182.0
,3.0,,,,0.11099737,186.0
,3.0,,,,0.11099737,90.0
,3.0,,,,0.11099737,137.0
,3.0,,,,0.11099737,118.0
,3.0,,,,0.11099737,148.0
,3.0,,,,0.11099737,107.0
,3.0,,,,0.11099737,154.0
,3.0,,,,0.11099737,145.0
,3.0,,,0.97807181,0.11099737,154.0
,3.0,,,,0.11099737,136.0
,3.0,,,,0.11099737,81.0
,3.0,,,,0.11099737,150.0
,3.0,,,,0.11099737,122.0
,3.0,,,,0.11099737,182.0
,3.0,,,,0.11099737,135.0
,3.0,,,,0.11099737,92.0
,3.0,,,0.97103232,0.11099737,153.0
,3.0,,,,0.11099737,110.0
,3.0,,,,0.11099737,116.0
,3.0,,,0.95841277,0.11099737,170.0
,3.0,,,,0.11099737,76.0
,3.0,,,,0.11099737,168.0
,3.0,,,0.98124969,0.11099737,157.0
,3.0,,,,0.11099737,142.0
,3.0,,,,0.11099737,150.0
,3.0,,,,0.11099737,124.0
,3.0,,,,0.11099737,101.0
,3.0,,,,0.11099737,83.0
,3.0,,,,0.11099737,128.0
,3.0,,,,0.11099737,117.0
,3.0,,,,0.11099737,95.0
,3.0,,,,0.11099737,156.0
,3.0,,,,0.11099737,123.0
,3.0,,,,0.11099737,117.0
,3.0,,,,0.11099737,262.0
,3.0,,,,0.11099737,156.0
,3.0,,,,0.11099737,116.0
,3.0,,,,0.11099737,99.0
,3.0,,,0.8749063,0.11099737,51.0
,3.0,,,,0.11099737,92.0
,3.0,,,,0.11099737,108.0
,3.0,,,0.90663254,0.11099737,95.0
,3.0,,,,0.11099737,78.0
,3.0,,,,0.11099737,66.0
,3.0,,,,0.11099737,87.0
,3.0,,,0.78281128,0.11099737,108.0
,3.0,,,,0.11099737,125.0
,3.0,,,,0.11099737,114.0
,3.0,,,,0.11099737,168.0
,3.0,,,,0.11099737,85.0
,3.0,,,,0.11099737,164.0
,3.0,,,,0.11099737,91.0
,3.0,,,,0.11099737,127.0
,3.0,,,0.97845525,0.11099737,143.0
,3.0,,,0.86260468,0.11099737,146.0
,3.0,,,,0.11099737,126.0
,3.0,,,,0.11099737,144.0
,3.0,,,,0.11099737,183.0
,3.0,,,,0.11099737,127.0
,3.0,,,0.91028064,0.11099737,149.0
,3.0,,,,0.11099737,133.0
,3.0,,,,0.11099737,156.0
,3.0,,,,0.11099737,107.0
,3.0,,,0.99751025,0.11099737,164.0
,3.0,,,,0.11099737,162.0
,3.0,,,,0.11099737,142.0
,3.0,,,0.79479808,0.11099737,108.0
,3.0,,,,0.11099737,116.0
,3.0,,,,0.11099737,93.0
,3.0,,,0.99079758,0.11099737,112.0
,3.0,,,,0.11099737,124.0
,3.0,,,,0.11099737,120.0
,3.0,,,0.92763984,0.11099737,81.0
,3.0,,,,0.11099737,88.0
,3.0,,,,0.11099737,132.0
,3.0,,,,0.11099737,67.0
,3.0,,,,0.11099737,85.0
,3.0,,,0.90738654,0.11099737,67.0
,3.0,,,,0.11099737,150.0
,3.0,,,,0.11099737,82.0
,3.0,,,,0.11099737,123.0
,3.0,,,,0.11099737,170.0
,3.0,,,,0.11099737,119.0
,3.0,,,,0.11099737,141.0
,3.0,,,,0.11099737,176.0
,3.0,,,,0.11099737,132.0
,3.0,,,,0.11099737,124.0
,3.0,,,,0.11099737,129.0
,3.0,,,,0.11099737,76.0
,3.0,,,,0.11099737,176.0
,3.0,,,,0.11099737,167.0
,3.0,,,,0.11099737,118.0
,3.0,,,,0.11099737,195.0
,3.0,,,,0.11099737,135.0
,3.0,,,,0.11099737,111.0
,3.0,,,,0.11099737,182.0
,3.0,,,,0.11099737,133.0
,3.0,,,,0.11099737,117.0
,3.0,,,,0.11099737,152.0
,3.0,,,,0.11099737,140.0
,3.0,,,,0.11099737,216.0
,3.0,,,,0.11099737,122.0
,3.0,,,,0.11099737,78.0
,3.0,,,,0.11099737,69.0
,3.0,,,,0.11099737,105.0
,3.0,,,,0.11099737,148.0
,3.0,,,,0.11099737,148.0
,3.0,,,,0.11099737,99.0
,3.0,,,,0.11099737,134.0
,3.0,,,,0.11099737,107.0
,3.0,,,0.9914977,0.11099737,125.0
,3.0,,,,0.11099737,173.0
,3.0,,,,0.11099737,131.0
,3.0,,,0.99816394,0.11099737,141.0
,3.0,,,,0.11099737,161.0
,3.0,,,,0.11099737,51.0
,3.0,,,,0.11099737,219.0
,3.0,,,,0.11099737,102.0
,3.0,,,0.80713332,0.11099737,173.0
,3.0,,,,0.11099737,161.0
,3.0,,,,0.11099737,147.0
,3.0,,,0.98562276,0.11099737,141.0
,3.0,,,,0.11099737,210.0
,3.0,,,,0.11099737,81.0
,3.0,,,,0.11099737,157.0
,3.0,,,,0.11099737,126.0
,3.0,,,0.84831208,0.11099737,96.0
,3.0,,,,0.11099737,127.0
,3.0,,,,0.11099737,175.0
,3.0,,,,0.11099737,133.0
,3.0,,,,0.11099737,135.0
,3.0,,,,0.11099737,80.0
,3.0,,,,0.11099737,164.0
,3.0,,,,0.11099737,163.0
,3.0,,,,0.11099737,220.0
,3.0,,,,0.11099737,126.0
,3.0,,,,0.11099737,113.0
,3.0,,,,0.11099737,136.0
,3.0,,,,0.11099737,180.0
,3.0,,,,0.11099737,180.0
,3.0,,,,0.11099737,169.0
,3.0,,,,0.11099737,102.0
,3.0,,,,0.11099737,191.0
,3.0,,,,0.11099737,154.0
,3.0,,,,0.11099737,137.0
,3.0,,,,0.11099737,95.0
