hogar_id,survey_wave,income_q,d_income_ratio,d_wealth_ratio,adj_ratio,pesoEFHU
,1.0,1.0,,,,281.0
,1.0,1.0,,,,281.0
,1.0,1.0,,,,324.0
,1.0,1.0,,,,324.0
,1.0,1.0,,,,369.0
,1.0,1.0,,,,369.0
,1.0,1.0,,,,369.0
,1.0,1.0,,,,294.0
,1.0,1.0,,,,294.0
,1.0,1.0,,,,338.0
,1.0,1.0,,,,338.0
,1.0,1.0,,,,338.0
,1.0,1.0,,,,441.0
,1.0,1.0,,,,406.0
,1.0,1.0,,,,406.0
,1.0,1.0,,,,518.0
,1.0,1.0,,,,518.0
,1.0,1.0,,,,518.0
,1.0,1.0,,,,413.0
,1.0,1.0,,,,413.0
,1.0,1.0,,,,413.0
,1.0,1.0,,,,413.0
,1.0,1.0,,,,264.0
,1.0,1.0,,,,329.0
,1.0,1.0,,,,329.0
,1.0,1.0,,,,329.0
,1.0,1.0,,,,230.0
,1.0,1.0,,,,230.0
,1.0,1.0,,,,230.0
,1.0,1.0,,,,360.0
,1.0,1.0,,,,360.0
