survey_wave,total_savings_final,durables_final,hogar_id,pesoEFHU,household_income_q,income_q,d_income_ratio,d_wealth_ratio,adj_ratio
3,,75500,,130,,,,,.12817401
3,14447.846,,,108,,,,,.12817401
3,,,,83,,,,,.12817401
3,,63000,,187,,,,,.12817401
3,25786.699,,,101,,,,,.12817401
3,8181.4712,435000,,83,,,,.98153925,.12817401
3,,,,116,,,,,.12817401
3,,,,70,,,,,.12817401
3,4740.4102,50700,,157,,,,.91449541,.12817401
3,574.95813,140000,,149,,,,.99590993,.12817401
3,1390.946,110000,,122,,,,.98751295,.12817401
3,,30700,,156,,,,,.12817401
3,,,,88,,,,,.12817401
3,,,,132,,,,,.12817401
3,2045.4868,124000,,132,,,,.98377186,.12817401
3,13196.219,188000,,83,,,,.93441123,.12817401
3,,,,123,,,,,.12817401
3,2819.7146,30000,,149,,,,.91408473,.12817401
3,,,,149,,,,,.12817401
3,1082.379,48500,,83,,,,.9781701,.12817401
3,971.41882,,,141,,,,,.12817401
3,,75500,,154,,,,,.12817401
3,,,,99,,,,,.12817401
3,,,,190,,,,,.12817401
3,2713.8882,65200,,83,,,,.96003926,.12817401
3,28922.025,,,169,,,,,.12817401
3,,,,134,,,,,.12817401
3,695.08075,,,149,,,,,.12817401
3,30.789297,102000,,59,,,,.99969822,.12817401
3,,,,84,,,,,.12817401
3,,,,116,,,,,.12817401
3,,,,88,,,,,.12817401
3,2895.8398,,,157,,,,,.12817401
3,,60000,,147,,,,,.12817401
3,20323.545,194000,,106,,,,.90517354,.12817401
3,35444.047,258000,,130,,,,.87921363,.12817401
3,,,,160,,,,,.12817401
3,,,,164,,,,,.12817401
3,4735.582,,,83,,,,,.12817401
3,,,,152,,,,,.12817401
3,,,,169,,,,,.12817401
3,,7000,,89,,,,,.12817401
3,,,,83,,,,,.12817401
3,8952.4541,,,100,,,,,.12817401
3,,,,83,,,,,.12817401
3,,,,166,,,,,.12817401
3,,,,105,,,,,.12817401
3,,,,165,,,,,.12817401
3,14660.898,,,136,,,,,.12817401
3,,,,117,,,,,.12817401
3,303.448,,,90,,,,,.12817401
3,1780.8617,,,122,,,,,.12817401
3,,,,160,,,,,.12817401
3,,201000,,118,,,,,.12817401
3,,,,153,,,,,.12817401
3,,,,112,,,,,.12817401
3,,,,187,,,,,.12817401
3,3624.051,,,139,,,,,.12817401
3,,,,178,,,,,.12817401
3,,80800,,152,,,,,.12817401
3,,,,146,,,,,.12817401
3,,,,168,,,,,.12817401
3,,,,84,,,,,.12817401
3,,,,192,,,,,.12817401
3,,,,127,,,,,.12817401
3,,100000,,109,,,,,.12817401
3,4819.5825,43570,,106,,,,.9004004,.12817401
3,,,,96,,,,,.12817401
3,,,,118,,,,,.12817401
3,,,,137,,,,,.12817401
3,,66000,,186,,,,,.12817401
3,,,,167,,,,,.12817401
3,,,,138,,,,,.12817401
3,747.97369,50700,,305,,,,.98546153,.12817401
3,,142000,,151,,,,,.12817401
3,,160000,,163,,,,,.12817401
3,3117.5386,,,156,,,,,.12817401
3,,,,160,,,,,.12817401
3,,,,112,,,,,.12817401
3,,28602,,141,,,,,.12817401
3,,,,75,,,,,.12817401
3,,,,164,,,,,.12817401
3,,61000,,97,,,,,.12817401
3,,,,164,,,,,.12817401
3,,,,196,,,,,.12817401
3,,,,229,,,,,.12817401
3,940.40387,19000,,99,,,,.95283926,.12817401
3,1743.8967,80600,,140,,,,.97882181,.12817401
3,26.929335,,,187,,,,,.12817401
3,,,,110,,,,,.12817401
3,1325.0951,,,145,,,,,.12817401
3,,,,207,,,,,.12817401
3,5955.8281,,,108,,,,,.12817401
3,,48500,,81,,,,,.12817401
3,,,,130,,,,,.12817401
3,2132.3608,,,58,,,,,.12817401
3,,,,90,,,,,.12817401
3,,30500,,219,,,,,.12817401
3,233.90871,,,77,,,,,.12817401
3,,110000,,149,,,,,.12817401
3,,,,133,,,,,.12817401
3,,80800,,183,,,,,.12817401
3,945.14447,,,95,,,,,.12817401
3,99.077988,,,67,,,,,.12817401
3,2494.9939,,,70,,,,,.12817401
3,,,,103,,,,,.12817401
3,,,,182,,,,,.12817401
3,1044.271,,,182,,,,,.12817401
3,,,,118,,,,,.12817401
3,,,,135,,,,,.12817401
3,,21000,,115,,,,,.12817401
3,57458.426,109000,,117,,,,.65481818,.12817401
3,,60000,,167,,,,,.12817401
3,,21000,,163,,,,,.12817401
3,,65600,,146,,,,,.12817401
3,,,,162,,,,,.12817401
3,2677.542,,,107,,,,,.12817401
3,,,,145,,,,,.12817401
3,14800.787,,,149,,,,,.12817401
3,,,,175,,,,,.12817401
3,,,,139,,,,,.12817401
3,,,,129,,,,,.12817401
3,52206.52,,,108,,,,,.12817401
3,,,,155,,,,,.12817401
3,,,,137,,,,,.12817401
3,4073.4187,517000,,155,,,,.99218261,.12817401
3,2134.4536,,,149,,,,,.12817401
3,,,,102,,,,,.12817401
3,674.28131,,,108,,,,,.12817401
3,,,,178,,,,,.12817401
3,,,,74,,,,,.12817401
3,20758.594,151000,,118,,,,.87914085,.12817401
3,4712.8672,223000,,71,,,,.97930348,.12817401
3,4857.6338,149000,,124,,,,.96842772,.12817401
3,936.10492,,,133,,,,,.12817401
3,,,,88,,,,,.12817401
3,125.73186,,,191,,,,,.12817401
3,,,,186,,,,,.12817401
3,,,,156,,,,,.12817401
3,,,,160,,,,,.12817401
3,4837.2739,129000,,117,,,,.96385705,.12817401
3,,,,215,,,,,.12817401
3,2037.1936,87000,,132,,,,.97711974,.12817401
3,,,,124,,,,,.12817401
3,1100.109,115000,,185,,,,.99052447,.12817401
3,,,,116,,,,,.12817401
3,8655.0938,3800,,123,,,,.30509606,.12817401
3,,51000,,162,,,,,.12817401
3,7984.2798,500000,,85,,,,.98428243,.12817401
3,1923.4027,82000,,149,,,,.97708148,.12817401
3,,,,77,,,,,.12817401
3,1643.4556,,,133,,,,,.12817401
3,,,,194,,,,,.12817401
3,,,,194,,,,,.12817401
3,8554.6533,,,156,,,,,.12817401
3,263.03198,,,161,,,,,.12817401
3,,83000,,149,,,,,.12817401
3,,,,58,,,,,.12817401
3,490.67166,,,91,,,,,.12817401
3,,,,130,,,,,.12817401
3,,,,158,,,,,.12817401
3,,104000,,127,,,,,.12817401
3,482.1644,,,81,,,,,.12817401
3,240.28195,10500,,196,,,,.97762799,.12817401
3,,,,133,,,,,.12817401
3,757.7113,,,143,,,,,.12817401
3,,,,112,,,,,.12817401
3,,39500,,189,,,,,.12817401
3,,,,156,,,,,.12817401
3,1174.1534,,,158,,,,,.12817401
3,46029.191,298000,,133,,,,.86620557,.12817401
3,1312.6798,,,188,,,,,.12817401
3,,,,153,,,,,.12817401
3,,,,116,,,,,.12817401
3,,,,131,,,,,.12817401
3,,,,93,,,,,.12817401
3,12761.877,85000,,117,,,,.86945957,.12817401
3,,,,125,,,,,.12817401
3,58160.789,,,132,,,,,.12817401
3,,,,135,,,,,.12817401
3,,,,141,,,,,.12817401
3,,,,162,,,,,.12817401
3,,,,168,,,,,.12817401
3,514.28809,,,155,,,,,.12817401
3,1915.4786,,,144,,,,,.12817401
3,19.650957,,,172,,,,,.12817401
3,,,,113,,,,,.12817401
3,,130000,,147,,,,,.12817401
3,,73000,,182,,,,,.12817401
3,,61200,,246,,,,,.12817401
3,,54000,,126,,,,,.12817401
3,,,,131,,,,,.12817401
3,,,,135,,,,,.12817401
3,4979.1748,,,149,,,,,.12817401
3,3573.2056,,,107,,,,,.12817401
3,,,,129,,,,,.12817401
3,,,,87,,,,,.12817401
3,10216.32,,,142,,,,,.12817401
3,,,,168,,,,,.12817401
3,,3800,,147,,,,,.12817401
3,,,,182,,,,,.12817401
3,,,,56,,,,,.12817401
3,14480.656,,,181,,,,,.12817401
3,73.026199,,,90,,,,,.12817401
3,720.76971,,,148,,,,,.12817401
3,9313.0752,,,131,,,,,.12817401
3,,,,107,,,,,.12817401
3,,115000,,98,,,,,.12817401
3,,41000,,122,,,,,.12817401
3,3171.1338,68200,,113,,,,.95556837,.12817401
3,,,,99,,,,,.12817401
3,10276.687,18000,,161,,,,.63656682,.12817401
3,2142.4751,231000,,91,,,,.99081045,.12817401
3,,,,140,,,,,.12817401
3,369.4707,,,144,,,,,.12817401
3,,,,161,,,,,.12817401
3,,82000,,109,,,,,.12817401
3,,,,161,,,,,.12817401
3,,,,205,,,,,.12817401
3,,,,67,,,,,.12817401
3,,35000,,59,,,,,.12817401
3,3853.2058,90500,,83,,,,.95916188,.12817401
3,4164.9453,,,148,,,,,.12817401
3,,,,74,,,,,.12817401
3,,,,141,,,,,.12817401
3,11269.394,,,182,,,,,.12817401
3,,,,83,,,,,.12817401
3,,,,123,,,,,.12817401
3,220.35974,,,152,,,,,.12817401
3,,,,115,,,,,.12817401
3,,,,183,,,,,.12817401
3,,,,88,,,,,.12817401
3,,,,64,,,,,.12817401
3,,,,164,,,,,.12817401
3,219.96193,17000,,132,,,,.98722637,.12817401
3,,,,116,,,,,.12817401
3,,,,163,,,,,.12817401
3,,3800,,128,,,,,.12817401
3,,,,156,,,,,.12817401
3,3408.6177,478000,,162,,,,.9929195,.12817401
3,,,,123,,,,,.12817401
3,,,,148,,,,,.12817401
3,,23500,,192,,,,,.12817401
3,,,,118,,,,,.12817401
3,,,,123,,,,,.12817401
3,101.06517,144000,,103,,,,.99929863,.12817401
3,,,,124,,,,,.12817401
3,,95250,,137,,,,,.12817401
3,3702.1409,44000,,171,,,,.92239046,.12817401
3,,,,179,,,,,.12817401
3,,,,96,,,,,.12817401
3,2571.3262,,,149,,,,,.12817401
3,,,,163,,,,,.12817401
3,,,,180,,,,,.12817401
3,,3800,,99,,,,,.12817401
3,,,,149,,,,,.12817401
3,,,,134,,,,,.12817401
3,,,,75,,,,,.12817401
3,6373.9038,74000,,133,,,,.92069685,.12817401
3,,,,141,,,,,.12817401
3,,,,150,,,,,.12817401
3,8497.1563,18700,,65,,,,.68757188,.12817401
3,102.0961,,,174,,,,,.12817401
3,1491.9425,,,95,,,,,.12817401
3,,,,91,,,,,.12817401
3,,,,169,,,,,.12817401
3,,,,163,,,,,.12817401
3,,,,119,,,,,.12817401
3,3933.8054,,,78,,,,,.12817401
3,,,,93,,,,,.12817401
3,,70500,,119,,,,,.12817401
3,,,,118,,,,,.12817401
3,,,,112,,,,,.12817401
3,,,,71,,,,,.12817401
3,,,,207,,,,,.12817401
3,13492.21,91800,,66,,,,.87185937,.12817401
3,,,,139,,,,,.12817401
3,,80400,,137,,,,,.12817401
3,,,,99,,,,,.12817401
3,,,,108,,,,,.12817401
3,,,,89,,,,,.12817401
3,,,,143,,,,,.12817401
3,,,,153,,,,,.12817401
3,,,,194,,,,,.12817401
3,,,,126,,,,,.12817401
3,,225000,,144,,,,,.12817401
3,510.69272,,,185,,,,,.12817401
3,,12857,,160,,,,,.12817401
3,,,,126,,,,,.12817401
3,4932.7808,,,132,,,,,.12817401
3,,,,202,,,,,.12817401
3,,,,150,,,,,.12817401
3,,,,133,,,,,.12817401
3,,53000,,155,,,,,.12817401
3,31854.395,520000,,41,,,,.94227755,.12817401
3,4692.7061,54500,,106,,,,.92072153,.12817401
3,,81500,,209,,,,,.12817401
3,,,,163,,,,,.12817401
3,,,,135,,,,,.12817401
3,,,,157,,,,,.12817401
3,,70000,,92,,,,,.12817401
3,32604.869,374000,,83,,,,.9198119,.12817401
3,,,,108,,,,,.12817401
3,,90200,,123,,,,,.12817401
3,,,,156,,,,,.12817401
3,45842.387,264000,,122,,,,.85204613,.12817401
3,,,,165,,,,,.12817401
3,324.11777,,,117,,,,,.12817401
3,245.70668,186000,,162,,,,.99868071,.12817401
3,,,,153,,,,,.12817401
3,,,,108,,,,,.12817401
3,2049.144,,,78,,,,,.12817401
3,,,,98,,,,,.12817401
3,,,,77,,,,,.12817401
3,601.84082,,,154,,,,,.12817401
3,41.867901,,,113,,,,,.12817401
3,,78200,,101,,,,,.12817401
3,3235.9878,68000,,160,,,,.95457369,.12817401
3,,37000,,169,,,,,.12817401
3,,,,128,,,,,.12817401
3,,65000,,73,,,,,.12817401
3,,,,156,,,,,.12817401
3,,,,174,,,,,.12817401
3,,,,82,,,,,.12817401
3,,,,177,,,,,.12817401
3,,,,89,,,,,.12817401
3,,,,95,,,,,.12817401
3,2805.2236,166000,,120,,,,.98338187,.12817401
3,,86000,,54,,,,,.12817401
3,,35500,,222,,,,,.12817401
3,,74000,,123,,,,,.12817401
3,,,,151,,,,,.12817401
3,2000.1068,75000,,97,,,,.97402459,.12817401
3,,123000,,148,,,,,.12817401
3,,,,99,,,,,.12817401
3,,,,153,,,,,.12817401
3,,,,102,,,,,.12817401
3,,35600,,137,,,,,.12817401
3,,,,168,,,,,.12817401
3,,,,172,,,,,.12817401
3,,,,77,,,,,.12817401
3,,262000,,98,,,,,.12817401
3,3668.7124,254000,,154,,,,.98576188,.12817401
3,9447.7324,,,117,,,,,.12817401
3,8207.5488,,,136,,,,,.12817401
3,,,,184,,,,,.12817401
3,,,,94,,,,,.12817401
3,,18000,,170,,,,,.12817401
3,,,,94,,,,,.12817401
3,4702.0942,43000,,112,,,,.90142792,.12817401
3,,130000,,168,,,,,.12817401
3,,,,126,,,,,.12817401
3,,,,140,,,,,.12817401
3,,,,91,,,,,.12817401
3,,15000,,108,,,,,.12817401
3,,,,162,,,,,.12817401
3,4478.8311,150400,,221,,,,.97108173,.12817401
3,,,,156,,,,,.12817401
3,,,,181,,,,,.12817401
3,,,,108,,,,,.12817401
3,,,,235,,,,,.12817401
3,,,,103,,,,,.12817401
3,,,,107,,,,,.12817401
3,670.10205,,,121,,,,,.12817401
3,,,,98,,,,,.12817401
3,,,,116,,,,,.12817401
3,,,,138,,,,,.12817401
3,32.923824,90000,,167,,,,.99963433,.12817401
3,,,,150,,,,,.12817401
3,,,,108,,,,,.12817401
3,,,,163,,,,,.12817401
3,,138000,,195,,,,,.12817401
3,51178.898,220000,,51,,,,.81127256,.12817401
3,,,,152,,,,,.12817401
3,2152.1895,,,70,,,,,.12817401
3,,57500,,147,,,,,.12817401
3,,,,120,,,,,.12817401
3,,53000,,126,,,,,.12817401
3,878.40277,,,31,,,,,.12817401
3,924.87738,25000,,199,,,,.96432471,.12817401
3,2633.2283,54000,,149,,,,.95350385,.12817401
3,,,,156,,,,,.12817401
3,1837.8717,,,135,,,,,.12817401
3,371.00595,,,128,,,,,.12817401
3,,165000,,150,,,,,.12817401
3,39769.922,,,120,,,,,.12817401
3,,72000,,98,,,,,.12817401
3,,,,162,,,,,.12817401
3,,,,141,,,,,.12817401
3,56563.445,430000,,93,,,,.88374907,.12817401
3,,,,156,,,,,.12817401
3,,,,174,,,,,.12817401
3,,,,119,,,,,.12817401
3,12048.263,160000,,139,,,,.92997164,.12817401
3,,80069,,152,,,,,.12817401
3,,54000,,93,,,,,.12817401
3,,112000,,162,,,,,.12817401
3,393.3913,53000,,179,,,,.99263221,.12817401
3,,,,109,,,,,.12817401
3,,,,56,,,,,.12817401
3,,,,129,,,,,.12817401
3,,,,199,,,,,.12817401
3,,68750,,117,,,,,.12817401
3,,,,134,,,,,.12817401
3,10214.895,,,155,,,,,.12817401
3,,,,182,,,,,.12817401
3,679.55554,,,156,,,,,.12817401
3,,,,94,,,,,.12817401
3,,,,127,,,,,.12817401
3,2707.5708,,,92,,,,,.12817401
3,,,,165,,,,,.12817401
3,,126000,,70,,,,,.12817401
3,,20700,,129,,,,,.12817401
3,,,,86,,,,,.12817401
3,,,,147,,,,,.12817401
3,,,,68,,,,,.12817401
3,,18100,,245,,,,,.12817401
3,16634.176,189000,,88,,,,.91910791,.12817401
3,,,,128,,,,,.12817401
3,870.21442,,,107,,,,,.12817401
3,3210.9155,126000,,112,,,,.97514981,.12817401
3,19144.869,90500,,130,,,,.82539201,.12817401
3,57369.555,,,70,,,,,.12817401
3,,,,163,,,,,.12817401
3,,,,145,,,,,.12817401
3,2850.5911,,,144,,,,,.12817401
3,,,,83,,,,,.12817401
3,,95000,,171,,,,,.12817401
3,52265.957,240000,,101,,,,.82116985,.12817401
3,,,,132,,,,,.12817401
3,,,,92,,,,,.12817401
3,,,,78,,,,,.12817401
3,,,,99,,,,,.12817401
3,,195000,,98,,,,,.12817401
3,,,,184,,,,,.12817401
3,,,,161,,,,,.12817401
3,560.52704,,,131,,,,,.12817401
3,3497.759,53000,,104,,,,.93809032,.12817401
3,,,,110,,,,,.12817401
3,,,,129,,,,,.12817401
3,,318000,,143,,,,,.12817401
3,,72000,,154,,,,,.12817401
3,,70090,,106,,,,,.12817401
3,1386.4236,105000,,153,,,,.98696804,.12817401
3,2521.4683,,,109,,,,,.12817401
3,1393.2437,,,164,,,,,.12817401
3,,,,134,,,,,.12817401
3,,150500,,70,,,,,.12817401
3,,133000,,186,,,,,.12817401
3,,,,107,,,,,.12817401
3,,,,83,,,,,.12817401
3,,32500,,154,,,,,.12817401
3,,,,79,,,,,.12817401
3,,35450,,222,,,,,.12817401
3,982.91431,,,118,,,,,.12817401
3,,,,107,,,,,.12817401
3,,,,175,,,,,.12817401
3,4175.1821,462000,,99,,,,.99104375,.12817401
3,,,,110,,,,,.12817401
3,36055.52,265000,,93,,,,.88023633,.12817401
3,,,,118,,,,,.12817401
3,545.67633,,,185,,,,,.12817401
3,35971.438,520000,,103,,,,.93529987,.12817401
3,,60000,,81,,,,,.12817401
3,,,,58,,,,,.12817401
3,3973.7075,112000,,115,,,,.96573615,.12817401
3,3731.4705,,,167,,,,,.12817401
3,3448.9177,,,143,,,,,.12817401
3,,,,211,,,,,.12817401
3,,,,140,,,,,.12817401
3,,90000,,136,,,,,.12817401
3,845.68445,,,112,,,,,.12817401
3,4919.3721,,,93,,,,,.12817401
3,,,,171,,,,,.12817401
3,,45000,,125,,,,,.12817401
3,,,,88,,,,,.12817401
3,,136000,,162,,,,,.12817401
3,,,,175,,,,,.12817401
3,885.99274,,,113,,,,,.12817401
3,,,,181,,,,,.12817401
3,,,,114,,,,,.12817401
3,,,,101,,,,,.12817401
3,,,,95,,,,,.12817401
3,,,,83,,,,,.12817401
3,818.14264,50000,,109,,,,.98390061,.12817401
3,4944.2939,17000,,123,,,,.77468884,.12817401
3,,60000,,152,,,,,.12817401
3,18714.57,110000,,62,,,,.85460413,.12817401
3,573.3952,264000,,47,,,,.99783278,.12817401
3,,,,102,,,,,.12817401
3,,,,154,,,,,.12817401
3,2402.2793,320000,,89,,,,.99254882,.12817401
3,,,,153,,,,,.12817401
3,,,,140,,,,,.12817401
3,,135000,,110,,,,,.12817401
3,2326.8882,108000,,164,,,,.97890913,.12817401
3,,,,186,,,,,.12817401
3,,,,148,,,,,.12817401
3,,57000,,180,,,,,.12817401
3,100.92643,,,123,,,,,.12817401
3,,,,246,,,,,.12817401
3,,,,82,,,,,.12817401
3,,25600,,110,,,,,.12817401
3,,,,105,,,,,.12817401
3,,3928,,190,,,,,.12817401
3,,,,129,,,,,.12817401
3,8100.2954,,,134,,,,,.12817401
3,6696.8135,110000,,133,,,,.94261354,.12817401
3,,,,107,,,,,.12817401
3,,71600,,105,,,,,.12817401
3,149.73967,,,98,,,,,.12817401
3,,,,171,,,,,.12817401
3,,,,107,,,,,.12817401
3,,,,155,,,,,.12817401
3,,,,66,,,,,.12817401
3,205.43481,54000,,148,,,,.9962101,.12817401
3,1679.3489,,,108,,,,,.12817401
3,,35000,,189,,,,,.12817401
3,,67600,,154,,,,,.12817401
3,,,,148,,,,,.12817401
3,,,,176,,,,,.12817401
3,1332.0238,130000,,106,,,,.98985761,.12817401
3,,,,126,,,,,.12817401
3,3274.5522,,,70,,,,,.12817401
3,4874.4834,84000,,123,,,,.94515318,.12817401
3,,50400,,167,,,,,.12817401
3,,,,181,,,,,.12817401
3,,,,162,,,,,.12817401
3,27515.994,84000,,133,,,,.75325519,.12817401
3,,,,91,,,,,.12817401
3,,,,141,,,,,.12817401
3,,58000,,148,,,,,.12817401
3,5479.4604,228500,,153,,,,.97658145,.12817401
3,,76820,,116,,,,,.12817401
3,,,,140,,,,,.12817401
3,487.67044,,,149,,,,,.12817401
3,,,,74,,,,,.12817401
3,,,,82,,,,,.12817401
3,,,,64,,,,,.12817401
3,45478.961,,,91,,,,,.12817401
3,40665.574,170000,,103,,,,.80696619,.12817401
3,2264.4873,30300,,101,,,,.93046147,.12817401
3,1402.8425,,,88,,,,,.12817401
3,,,,169,,,,,.12817401
3,783.98187,,,151,,,,,.12817401
3,,39400,,107,,,,,.12817401
3,,,,176,,,,,.12817401
3,,,,160,,,,,.12817401
3,339.77896,,,166,,,,,.12817401
3,,,,107,,,,,.12817401
3,,,,97,,,,,.12817401
3,,9000,,122,,,,,.12817401
3,807.79626,176000,,113,,,,.99543124,.12817401
3,3207.0527,,,91,,,,,.12817401
3,,31500,,70,,,,,.12817401
3,,30000,,130,,,,,.12817401
3,,,,49,,,,,.12817401
3,,,,107,,,,,.12817401
3,2101.6235,,,104,,,,,.12817401
3,,,,89,,,,,.12817401
3,370.02863,,,106,,,,,.12817401
3,,,,72,,,,,.12817401
3,548.45209,,,186,,,,,.12817401
3,,,,106,,,,,.12817401
3,,,,156,,,,,.12817401
3,,,,188,,,,,.12817401
3,2644.6421,,,106,,,,,.12817401
3,244.94044,84800,,123,,,,.99711984,.12817401
3,,,,167,,,,,.12817401
3,,,,164,,,,,.12817401
3,,,,74,,,,,.12817401
3,,28000,,117,,,,,.12817401
3,,,,164,,,,,.12817401
3,,45150,,58,,,,,.12817401
3,,,,95,,,,,.12817401
3,,,,47,,,,,.12817401
3,,103400,,156,,,,,.12817401
3,44204.09,258000,,84,,,,.8537277,.12817401
3,25191.105,,,120,,,,,.12817401
3,,,,107,,,,,.12817401
3,,158000,,185,,,,,.12817401
3,454.15112,,,96,,,,,.12817401
3,39173.68,342000,,157,,,,.89722878,.12817401
3,,,,183,,,,,.12817401
3,58032.43,286000,,133,,,,.83131701,.12817401
3,,42500,,157,,,,,.12817401
3,,30500,,210,,,,,.12817401
3,4266.4277,53500,,304,,,,.92614347,.12817401
3,224.69351,,,144,,,,,.12817401
3,,,,162,,,,,.12817401
3,,,,156,,,,,.12817401
3,,,,51,,,,,.12817401
3,,,,164,,,,,.12817401
3,,,,155,,,,,.12817401
3,,43800,,73,,,,,.12817401
3,,,,107,,,,,.12817401
3,,,,118,,,,,.12817401
3,,,,107,,,,,.12817401
3,119.2309,100000,,123,,,,.9988091,.12817401
3,,,,113,,,,,.12817401
3,1939.434,134000,,114,,,,.98573309,.12817401
3,122.08452,,,162,,,,,.12817401
3,13897.48,204000,,113,,,,.93622011,.12817401
3,32312.365,,,82,,,,,.12817401
3,,,,153,,,,,.12817401
3,13046.391,103000,,124,,,,.8875761,.12817401
3,,,,123,,,,,.12817401
3,,,,156,,,,,.12817401
3,19327.053,,,132,,,,,.12817401
3,7916.5479,,,163,,,,,.12817401
3,,,,71,,,,,.12817401
3,,,,122,,,,,.12817401
3,,,,149,,,,,.12817401
3,3091.7786,,,180,,,,,.12817401
3,519.05133,,,140,,,,,.12817401
3,,,,168,,,,,.12817401
3,,,,156,,,,,.12817401
3,,3800,,198,,,,,.12817401
3,20939.713,309000,,133,,,,.9365347,.12817401
3,,,,136,,,,,.12817401
3,,,,216,,,,,.12817401
3,1830.2832,64000,,137,,,,.97219694,.12817401
3,1313.5509,123000,,167,,,,.98943359,.12817401
3,,,,112,,,,,.12817401
3,,46400,,180,,,,,.12817401
3,,105000,,148,,,,,.12817401
3,,,,108,,,,,.12817401
3,,,,113,,,,,.12817401
3,,,,107,,,,,.12817401
3,,,,107,,,,,.12817401
3,,358000,,122,,,,,.12817401
3,44616.074,,,117,,,,,.12817401
3,,52000,,109,,,,,.12817401
3,,,,158,,,,,.12817401
3,11069.693,,,113,,,,,.12817401
3,39357.496,,,108,,,,,.12817401
3,,,,96,,,,,.12817401
3,,,,147,,,,,.12817401
3,,,,95,,,,,.12817401
3,114.44377,,,132,,,,,.12817401
3,,,,133,,,,,.12817401
3,,,,76,,,,,.12817401
3,,158000,,166,,,,,.12817401
3,,,,132,,,,,.12817401
3,,,,163,,,,,.12817401
3,,,,106,,,,,.12817401
3,,72000,,96,,,,,.12817401
3,,,,150,,,,,.12817401
3,,,,103,,,,,.12817401
3,855.09509,,,181,,,,,.12817401
3,3692.1384,41000,,98,,,,.91738731,.12817401
3,73.291786,,,149,,,,,.12817401
3,808.08844,,,140,,,,,.12817401
3,,126000,,133,,,,,.12817401
3,,,,174,,,,,.12817401
3,,,,132,,,,,.12817401
3,551.45654,,,85,,,,,.12817401
3,,50000,,105,,,,,.12817401
3,,262000,,156,,,,,.12817401
3,,,,129,,,,,.12817401
3,11906.802,,,62,,,,,.12817401
3,,,,102,,,,,.12817401
3,25953.963,320000,,165,,,,.92497855,.12817401
3,,,,190,,,,,.12817401
3,,,,182,,,,,.12817401
3,,295000,,121,,,,,.12817401
3,77.30201,51000,,133,,,,.99848658,.12817401
3,,36000,,135,,,,,.12817401
3,,,,139,,,,,.12817401
3,,91000,,158,,,,,.12817401
3,,,,98,,,,,.12817401
3,3591.9553,153000,,149,,,,.97706169,.12817401
3,,,,131,,,,,.12817401
3,,,,155,,,,,.12817401
3,21079.584,333000,,176,,,,.94046652,.12817401
3,11332.34,70000,,71,,,,.86066628,.12817401
3,,83750,,167,,,,,.12817401
3,3149.7383,68500,,116,,,,.95603979,.12817401
3,202.87196,,,148,,,,,.12817401
3,,,,98,,,,,.12817401
3,,156000,,152,,,,,.12817401
3,,,,137,,,,,.12817401
3,,,,126,,,,,.12817401
3,,,,108,,,,,.12817401
3,355.56317,,,189,,,,,.12817401
3,30219.912,,,129,,,,,.12817401
3,786.31635,52500,,103,,,,.98524356,.12817401
3,,,,68,,,,,.12817401
3,,,,166,,,,,.12817401
3,,,,122,,,,,.12817401
3,,15500,,132,,,,,.12817401
3,1087.3729,,,148,,,,,.12817401
3,,122500,,107,,,,,.12817401
3,,,,124,,,,,.12817401
3,1997.8555,71000,,122,,,,.97263134,.12817401
3,,,,78,,,,,.12817401
3,,,,150,,,,,.12817401
3,,50200,,70,,,,,.12817401
3,,148000,,136,,,,,.12817401
3,,,,148,,,,,.12817401
3,10826.338,,,83,,,,,.12817401
3,,,,61,,,,,.12817401
3,,,,123,,,,,.12817401
3,688.0589,20000,,165,,,,.96674126,.12817401
3,,83000,,111,,,,,.12817401
3,8322.3008,,,108,,,,,.12817401
3,4870.7959,190000,,144,,,,.97500497,.12817401
3,748.43829,,,108,,,,,.12817401
3,654.76025,68500,,109,,,,.99053198,.12817401
3,,33000,,85,,,,,.12817401
3,,,,115,,,,,.12817401
3,1065.2551,,,160,,,,,.12817401
3,249.66629,,,82,,,,,.12817401
3,,14800,,109,,,,,.12817401
3,,,,183,,,,,.12817401
3,,90000,,116,,,,,.12817401
3,47209.551,,,146,,,,,.12817401
3,,40000,,177,,,,,.12817401
3,,,,117,,,,,.12817401
3,,,,175,,,,,.12817401
3,,76500,,189,,,,,.12817401
3,,52450,,122,,,,,.12817401
3,12409.77,,,171,,,,,.12817401
3,,,,174,,,,,.12817401
3,2886.999,128000,,127,,,,.97794282,.12817401
3,,42400,,107,,,,,.12817401
3,,7830,,141,,,,,.12817401
3,,,,66,,,,,.12817401
3,,,,96,,,,,.12817401
3,,,,161,,,,,.12817401
3,,65500,,115,,,,,.12817401
3,,,,170,,,,,.12817401
3,146.58249,,,130,,,,,.12817401
3,,,,99,,,,,.12817401
3,,,,133,,,,,.12817401
3,,,,151,,,,,.12817401
3,,,,181,,,,,.12817401
3,53391.027,188000,,83,,,,.77881932,.12817401
3,,94000,,172,,,,,.12817401
3,,,,134,,,,,.12817401
3,,105000,,103,,,,,.12817401
3,820.28442,,,153,,,,,.12817401
3,,,,204,,,,,.12817401
3,679.26923,146000,,171,,,,.99536902,.12817401
